Device_id,Model ID,Task ID,Stream ID,Name,Type,OP State,Accelerator Core,Start Time(us),Duration(us),Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
4,4294967295,37551,47,aclnnCat_AsStridedAiCore_AsStrided,AsStrided,dynamic,AI_VECTOR_CORE,1777097775475181.020	,8.680,417.640000,2,0,NO,"""344064;4;4;1""",DT_BF16;INT64;INT64;INT64,NCHW;ND;ND;ND,"""1,32,84,64""",DT_BF16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.761,27939,0.016,0.002,1.532,0.197,4.248,0.547,1.195,0.154,0.184,0.000
4,4294967295,37552,47,aclnnCat_ConcatD_ConcatD,ConcatD,dynamic,AI_VECTOR_CORE,1777097775475232.660	,4.460,43.070000,7,0,NO,"""1,32,84,64;1,32,84,64""",DT_BF16;DT_BF16,NCHW;NCHW,"""1,32,84,128""",DT_BF16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.531,44496,0.451,0.128,0.564,0.16,0.662,0.187,0.622,0.176,0.226,0.000
4,4294967295,37553,47,aclnnMul_MulAiCore_Mul,Mul,dynamic,AI_VECTOR_CORE,1777097775475706.500	,4.900,469.290000,32,0,NO,"""1,32,84,128;1,1,84,128""",DT_BF16;DT_BF16,NCHW;NCHW,"""1,32,84,128""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.569,205557,0.599,0.168,1.844,0.517,1.099,0.308,0.379,0.106,0.009,0.000
4,4294967295,37554,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1777097775476114.660	,6.760,403.350000,40,0,NO,"""1,32,84,128;1,32,84,128""",DT_BF16;DT_BF16,NCHW;NCHW,"""1,32,84,128""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.285,380514,0.467,0.088,0.705,0.133,1.923,0.364,0.357,0.068,0.128,0.000
4,4294967295,37555,47,aclnnMul_TransposeAiCore_Transpose,Transpose,dynamic,AI_VECTOR_CORE,1777097775476711.540	,12.020,589.990000,40,0,NO,"""84,4,128;3""",DT_BF16;INT64,NCHW;ND,"""4,84,128""",DT_BF16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.292,597030,0.029,0.004,2.768,0.334,4.906,0.592,0.021,0.003,0.075,0.000
4,4294967295,37556,47,aclnnMul_MulAiCore_Mul,Mul,dynamic,AI_VECTOR_CORE,1777097775476753.040	,5.140,29.480000,40,0,NO,"""1,4,84,128;1,1,84,128""",DT_BF16;DT_BF16,NCHW;NCHW,"""1,4,84,128""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.968,213721,0.119,0.04,2.179,0.734,0.372,0.125,0.214,0.072,0.025,0.000
4,4294967295,37557,47,aclnnNeg_AsStridedAiCore_AsStrided,AsStrided,dynamic,AI_VECTOR_CORE,1777097775477629.360	,3.880,871.110000,1,0,NO,"""43008;4;4;1""",DT_BF16;INT64;INT64;INT64,NCHW;ND;ND;ND,"""1,4,84,64""",DT_BF16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.386,6095,0.016,0.005,1.244,0.368,0.946,0.279,0.329,0.097,0.241,0.000
4,4294967295,37558,47,aclnnNeg_NegAiCore_Neg,Neg,dynamic,AI_VECTOR_CORE,1777097775477661.780	,3.560,28.620000,21,0,NO,"""1,4,84,64""",DT_BF16,NCHW,"""1,4,84,64""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.784,67434,0.069,0.039,0.505,0.283,0.158,0.089,0.146,0.082,0.094,0.000
4,4294967295,37559,47,aclnnCat_AsStridedAiCore_AsStrided,AsStrided,dynamic,AI_VECTOR_CORE,1777097775478135.100	,3.720,469.690000,1,0,NO,"""43008;4;4;1""",DT_BF16;INT64;INT64;INT64,NCHW;ND;ND;ND,"""1,4,84,64""",DT_BF16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.213,5783,0.016,0.005,1.248,0.389,0.9,0.28,0.338,0.105,0.237,0.000
4,4294967295,37560,47,aclnnCat_ConcatD_ConcatD,ConcatD,dynamic,AI_VECTOR_CORE,1777097775478170.700	,2.840,32.030000,1,0,NO,"""1,4,84,64;1,4,84,64""",DT_BF16;DT_BF16,NCHW;NCHW,"""1,4,84,128""",DT_BF16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.278,4101,0.396,0.174,0.539,0.237,0.603,0.265,0.543,0.238,0.228,0.000
4,4294967295,37561,47,aclnnMul_MulAiCore_Mul,Mul,dynamic,AI_VECTOR_CORE,1777097775478632.820	,5.040,459.160000,40,0,NO,"""1,4,84,128;1,1,84,128""",DT_BF16;DT_BF16,NCHW;NCHW,"""1,4,84,128""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.231,232627,0.119,0.037,2.463,0.762,0.456,0.141,0.223,0.069,0.001,0.000
4,4294967295,37562,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1777097775479043.120	,4.220,405.210000,38,0,NO,"""1,4,84,128;1,4,84,128""",DT_BF16;DT_BF16,NCHW;NCHW,"""1,4,84,128""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.987,135935,0.106,0.053,0.765,0.385,0.393,0.198,0.251,0.126,0.058,0.000
4,4294967295,37563,47,aclnnInplaceOne_OnesLikeAiCore_OnesLike,OnesLike,dynamic,AI_VECTOR_CORE,1777097775479663.900	,11.640,616.780000,40,0,NO,"""2048,2048""",BOOL,ND,"""2048,2048""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.125,729002,0.318,0.031,0.461,0.046,0.001,0.0,3.962,0.391,0.089,0.000
4,4294967295,37564,47,aclnnTriu_Triu_Triu,Triu,dynamic,AI_VECTOR_CORE,1777097775479871.380	,33.140,195.860000,40,0,NO,"""2048,2048""",BOOL,ND,"""2048,2048""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.232,2104711,0.664,0.023,13.226,0.452,9.142,0.313,0.768,0.026,0.011,0.000
4,4294967295,37565,47,aclnnFlashAttentionScore_TransposeAiCore_Transpose,Transpose,dynamic,AI_VECTOR_CORE,1777097775482005.500	,16.460,2100.860000,40,0,NO,"""84,4,128;3""",DT_BF16;INT64,NCHW;ND,"""4,84,128""",DT_BF16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.408,605367,0.029,0.003,2.977,0.354,4.874,0.58,0.021,0.002,0.084,0.000
4,4294967295,37566,47,aclnnFlashAttentionScore_FlashAttentionScore_FlashAttentionScore,FlashAttentionScore,dynamic,MIX_AIC,1777097775482041.940	,39.140,20.040000,16,32,NO,"""1,32,84,128;1,4,84,128;1,4,84,128;;;;2048,2048;;;;;;;;""",DT_BF16;DT_BF16;DT_BF16;DT_BF16;UINT8;DT_BF16;BOOL;INT64;INT64;INT64;INT64;INT64;FLOAT;FLOAT;FLOAT,NCHW;NCHW;NCHW;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND,"""1,32,84,8;1,32,84,8;;1,32,84,128""",FLOAT;FLOAT;DT_BF16;DT_BF16,ND;ND;ND;ND,0,37.289,1073927,0.78,0.021,26.94,0.722,0.734,0.02,3.161,0.085,6.902,0.185,0.069,34.449,1984256,2.26,0.066,10.193,0.296,4.604,0.134,2.67,0.077,0.133,76.217
4,4294967295,37568,47,aclnnInplaceCopy_TransposeAiCore_Transpose,Transpose,dynamic,AI_VECTOR_CORE,1777097775483482.140	,17.820,1401.110000,40,0,NO,"""32,84,128;3""",DT_BF16;INT64,NCHW;ND,"""84,32,128""",DT_BF16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.848,709082,0.065,0.007,3.744,0.38,3.919,0.398,0.317,0.032,0.119,0.000
4,4294967295,37569,47,aclnnMatmul_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1777097775484992.020	,29.360,1491.930000,19,0,NO,"""84,4096;2048,4096""",DT_BF16;DT_BF16,ND;ND,"""84,2048""",DT_BF16,ND,N/A,26.467,905187,6.765,0.256,13.498,0.51,6.992,0.264,18.849,0.712,0.761,0.029,0.006,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.641
4,4294967295,37570,47,aclnnMatmul_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1777097775486053.020	,9.080,1031.640000,6,0,NO,"""84,4096;8,4096""",DT_BF16;DT_BF16,ND;ND,"""84,8""",DT_BF16,ND,N/A,7.67,82834,1.352,0.176,7.259,0.946,1.649,0.215,2.002,0.261,0.154,0.02,0.003,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.341
4,4294967295,37571,47,aclnnMatmul_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1777097775487052.320	,27.600,990.170000,19,0,NO,"""84,8;2048,8""",DT_BF16;DT_BF16,ND;ND,"""84,2048""",DT_BF16,ND,N/A,23.886,816918,0.057,0.002,1.246,0.052,0.049,0.002,16.286,0.682,5.058,0.212,0.146,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.218
4,4294967295,37572,47,aclnnMuls_Muls_Muls,Muls,dynamic,AI_VECTOR_CORE,1777097775487614.020	,6.320,534.150000,40,0,NO,"""1,84,2048""",DT_BF16,NCL,"""1,84,2048""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.176,300650,0.157,0.038,0.169,0.04,0.876,0.21,0.526,0.126,0.163,0.000
4,4294967295,37573,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1777097775487943.540	,7.360,323.180000,40,0,NO,"""1,84,2048;1,84,2048""",DT_BF16;DT_BF16,NCL;NCL,"""1,84,2048""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.311,382363,0.273,0.051,0.184,0.035,1.511,0.285,0.491,0.092,0.195,0.000
4,4294967295,37574,47,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1777097775488403.020	,2.700,452.140000,40,0,NO,"""1,84,2048;1,84,2048""",DT_BF16;DT_BF16,NCL;NCL,"""1,84,2048""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.397,100555,0.273,0.196,0.653,0.468,0.353,0.253,0.158,0.113,0.0,0.000
4,4294967295,37575,47,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1777097775488869.280	,6.840,463.550000,40,0,NO,"""1,84,2048""",DT_BF16,NCL,"""1,84,2048""",FLOAT,NCL,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.661,335603,0.06,0.013,0.162,0.035,1.057,0.227,0.716,0.154,0.217,0.000
4,4294967295,37576,47,aclnnPowTensorScalar_PowsAiCore_Pows,Pows,dynamic,AI_VECTOR_CORE,1777097775489369.260	,13.120,493.160000,40,0,NO,"""1,84,2048;""",FLOAT;FLOAT,NCL;ND,"""1,84,2048""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.776,775838,0.066,0.006,1.583,0.147,1.83,0.17,0.64,0.059,0.185,0.000
4,4294967295,37577,47,aclnnMean_ReduceMeanAiCore_ReduceMean,ReduceMean,dynamic,MIX_AIV,1777097775489826.020	,9.560,443.630000,28,0,NO,"""1,84,2048;1""",FLOAT;INT64,NCL;ND,"""1,84,1""",FLOAT,ND,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.741,339738,0.432,0.064,1.621,0.241,0.317,0.047,0.125,0.019,0.194,0.000
4,4294967295,37578,47,aclnnAdds_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1777097775490317.200	,1.340,481.690000,1,0,NO,"""1,84,1;""",FLOAT;FLOAT,NCL;ND,"""1,84,1""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829,1493,0.028,0.033,0.282,0.34,0.215,0.259,0.191,0.23,0.167,0.000
4,4294967295,37579,47,aclnnRsqrt_RsqrtAiCore_Rsqrt,Rsqrt,dynamic,AI_VECTOR_CORE,1777097775490613.360	,1.320,294.660000,1,0,NO,"""1,84,1""",FLOAT,NCL,"""1,84,1""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816,1468,0.053,0.065,0.28,0.343,0.159,0.195,0.173,0.212,0.148,0.000
4,4294967295,37580,47,aclnnMul_MulAiCore_Mul,Mul,dynamic,AI_VECTOR_CORE,1777097775491095.880	,10.580,481.430000,28,0,NO,"""1,84,2048;1,84,1""",FLOAT;FLOAT,NCL;NCL,"""1,84,2048""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.805,393392,0.541,0.069,0.745,0.095,0.93,0.119,0.371,0.048,0.221,0.000
4,4294967295,37581,47,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1777097775491502.720	,6.140,396.170000,40,0,NO,"""1,84,2048""",FLOAT,NCL,"""1,84,2048""",DT_BF16,NCL,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.699,338334,0.06,0.013,0.166,0.035,1.532,0.326,0.54,0.115,0.221,0.000
4,4294967295,37582,47,aclnnMul_MulAiCore_Mul,Mul,dynamic,AI_VECTOR_CORE,1777097775491878.600	,7.780,369.610000,21,0,NO,"""2048;1,84,2048""",DT_BF16;DT_BF16,ND;NCL,"""1,84,2048""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.672,214420,0.705,0.124,0.614,0.108,0.709,0.125,0.395,0.07,0.171,0.000
4,4294967295,37583,47,aclnnMatmul_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1777097775493152.600	,8.660,1266.220000,18,0,NO,"""84,2048;128,2048""",DT_BF16;DT_BF16,ND;ND,"""84,128""",DT_BF16,ND,N/A,7.486,242553,1.15,0.154,7.098,0.948,1.614,0.216,1.839,0.246,0.319,0.043,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.801
4,4294967295,37584,47,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1777097775493654.860	,2.160,493.590000,11,0,NO,"""84,128""",DT_BF16,ND,"""84,128""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111,22004,0.031,0.028,0.179,0.161,0.116,0.105,0.141,0.127,0.172,0.000
4,4294967295,37585,47,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,SoftmaxV2,dynamic,AI_VECTOR_CORE,1777097775494051.500	,12.540,394.590000,28,0,NO,"""84,128""",FLOAT,ND,"""84,128""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.552,481445,0.322,0.034,1.786,0.187,0.204,0.021,0.155,0.016,0.178,0.000
4,4294967295,37586,47,aclnnTopk_TopkV2AiCore_TopKV2,TopKV2,dynamic,MIX_AIV,1777097775494683.880	,16.120,619.960000,28,0,NO,"""84,128;""",FLOAT;INT32,ND;ND,"""84,8;84,8""",FLOAT;INT32,ND;ND,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.685,639302,3.659,0.288,3.09,0.244,1.119,0.088,0.528,0.042,0.036,0.000
4,4294967295,37587,47,aclnnTopk_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1777097775494730.100	,1.500,29.880000,2,0,NO,"""84,8""",INT32,ND,"""84,8""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977,3518,0.028,0.029,0.217,0.222,0.196,0.2,0.148,0.152,0.205,0.000
4,4294967295,37588,47,aclnnReduceSum_ReduceSumOpAiCore_ReduceSum,ReduceSum,dynamic,MIX_AIV,1777097775496026.360	,5.380,1294.750000,11,0,NO,"""84,8;1""",FLOAT;INT64,ND;ND,"""84,1""",FLOAT,ND,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185,82861,0.069,0.017,1.199,0.287,0.118,0.028,0.106,0.025,0.209,0.000
4,4294967295,37590,47,aclnnDiv_RealDivAiCore_RealDiv,RealDiv,dynamic,AI_VECTOR_CORE,1777097775496894.140	,8.560,862.620000,28,0,NO,"""84,8;84,1""",FLOAT;FLOAT,ND;ND,"""84,8""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.989,301822,0.095,0.016,1.694,0.283,0.238,0.04,0.144,0.024,0.205,0.000
4,4294967295,37591,47,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1777097775497316.680	,1.240,413.940000,1,0,NO,"""84,8""",FLOAT,ND,"""84,8""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736,1324,0.028,0.039,0.269,0.366,0.133,0.181,0.189,0.257,0.159,0.000
4,4294967295,37592,47,aclnnArange_ArangeAiCore_Range,Range,dynamic,AI_VECTOR_CORE,1777097775497863.260	,7.600,545.260000,40,0,NO,""";;""",INT64;INT64;INT64,ND;ND;ND,"""84""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.987,287087,0.013,0.003,0.894,0.224,0.111,0.028,0.084,0.021,0.098,0.000
4,4294967295,37593,47,aclnnInplaceCopy_BroadcastToAiCore_BroadcastTo,BroadcastTo,dynamic,AI_VECTOR_CORE,1777097775498746.000	,7.100,875.150000,28,0,NO,"""84,1;2""",INT64;INT64,ND;ND,"""84,8""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.474,225476,0.166,0.037,0.589,0.132,0.102,0.023,0.182,0.041,0.163,0.000
4,4294967295,37594,47,aclnnGeScalar_GreaterEqual_GreaterEqual,GreaterEqual,dynamic,AI_VECTOR_CORE,1777097775499586.280	,3.020,833.150000,1,0,NO,"""672;""",INT64;INT64,ND;ND,"""672""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.494,4490,0.921,0.369,0.666,0.267,0.244,0.098,0.143,0.057,0.13,0.000
