Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
4,,640422.5599999939,3177991.7200000207,88440.15999998292,3266431.8800000036,27566772.42000007,31385186.75,0,3177991.7200000207,77913.5
